Year,Relationship to the victim,Offence type,Offence category,Threat type,Age,Ethnicity,Ethnicity type,Marital status,Employment status,Occupation,Highest qualification,Disability status,Disability severity,Hours out of home on an average weekday,Structure of household,Household income,Tenure,Accommodation type,Output area classification,Area type,Level of physical disorder,Employment deprivation index,Region,Value
2015,Sexual assault,,,,,,,,Inactive,,,,,,,,,,,,,,,0.268996095
2015,Sexual assault,,,,,,,,Student,,,,,,,,,,,,,,,0.731301804
2015,Sexual assault,,,,,,,,Looking after family/home,,,,,,,,,,,,,,,0.246318379
2015,Sexual assault,,,,,,,,Long-term/temporarily sick/ill,,,,,,,,,,,,,,,0.607365341
2015,Sexual assault,,,,,,,,Retired,,,,,,,,,,,,,,,0.747654549
2015,Sexual assault,,,,,,,,Other inactive,,,,,,,,,,,,,,,0.389469785
2015,Sexual assault,,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,,,0.198607727
2015,Sexual assault,,,,,,,,,Intermediate occupations,,,,,,,,,,,,,,0.41435557
2015,Sexual assault,,,,,,,,,Routine and manual occupations,,,,,,,,,,,,,,0.489129074
2015,Sexual assault,,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,,North East,0.850148257
2015,Sexual assault,,,,,,,,,Full-time students,,,,,,,,,,,,,North West,0.389840144
2015,Sexual assault,,,,,,,,,Not classified,,,,,,,,,,,,,Yorkshire and the Humber,0.35329546
2015,Sexual assault,,,,,,,,,,Degree or diploma,,,,,,,,,,,,East Midlands,1.001385804
2015,Sexual assault,,,,,,,,,,Apprenticeship or A/AS level,,,,,,,,,,,,West Midlands,0.158718987
2015,Sexual assault,,,,,,,,,,O level/GCSE,,,,,,,,,,,,East of England,0.491002949
2015,Sexual assault,,,,,,,,,,Other,,,,,,,,,,,,London,0.461866745
2015,Sexual assault,,,,,,,,,,No qualifications,,,,,,,,,,,,South East,0.547690574
2015,Sexual assault,,,,,,,,,,,,,Less than 3 hours,,,,,,,,,South West,0.434040744
2015,Sexual assault,,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,Wales,0.45886144
2015,Sexual assault,,,,,,,,,,,,,7 hours or longer,,,,,,,,,,0.409096386
2015,Sexual assault,,,,,,,,,,,,,,No children,,,,,,,,,0.789243377
2015,Sexual assault,,,,,,,,,,,,,,Adults and child(ren),,,,,,,,,0.432427616
2015,Sexual assault,,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,,0.467853474
2015,Sexual assault,,,,,,,,,,,,,,,"Under £10,000",,,,,,,,0.458354667
2015,Sexual assault,,,,,,,,,,,,,,,"£10,000 - £20,000",,,,,,,,0.434083804
2015,Sexual assault,,,,,,,,,,,,,,,"£20,000 - £30,000",,,,,,,,0.454245011
2015,Sexual assault,,,,,,,,,,,,,,,"£30,000 - £40,000",,,,,,,,0.242413676
2015,Sexual assault,,,,,,,,,,,,,,,"£40,000 - £50,000",,,,,,,,0.470857814
2015,Sexual assault,,,,,,,,,,,,,,,"Over £50,000",,,,,,,,0.267408968
2015,Sexual assault,,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,,0.18299533
2015,Sexual assault,,,,,,,,,,,,,,,,Owner occupiers,,,,,,,0.42806775
2015,Sexual assault,,,,,,,,,,,,,,,,Social renters,,,,,,,0.600272132
2015,Sexual assault,,,,,,,,,,,,,,,,Private renters,,,,,,,0.669781309
2015,Sexual assault,,,,,,,,,,,,,,,,,Houses,,,,,,0.569213147
2015,Sexual assault,,,,,,,,,,,,,,,,,Detached,,,,,,0.350795796
2015,Sexual assault,,,,,,,,,,,,,,,,,Semi-detached,,,,,,1.705036937
2015,Sexual assault,,,,,,,,,,,,,,,,,Terraced,,,,,,1.99627893
2015,Sexual assault,,,,,,,,,,,,,,,,,Flats/maisonettes,,,,,,2.705384907
2015,Sexual assault,,,,,,,,,,,,,,,,,,Rural residents,,,,,1.806819915
2015,Sexual assault,,,,,,,,,,,,,,,,,,Cosmopolitans,,,,,1.702930214
2015,Sexual assault,,,,,,,,,,,,,,,,,,Ethnicity central,,,,,1.360266358
2015,Sexual assault,,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,,1.042978956
2015,Sexual assault,,,,,,,,,,,,,,,,,,Urbanites,,,,,1.821607181
2015,Sexual assault,,,,,,,,,,,,,,,,,,Suburbanites,,,,,1.959395755
2015,Sexual assault,,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,,0
2015,Sexual assault,,,,,,,,,,,,,,,,,,,Urban,,,,0.564797626
2015,Sexual assault,,,,,,,,,,,,,,,,,,,Rural,,,,4.444165846
2015,Sexual assault,,,,,,,,,,,,,,,,,,,,High,,,0.563741413
2015,Sexual assault,,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,,0.316510693
2015,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0.099591359
2015,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0.841626576
2015,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0
2015,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0
2015,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0.385661685
2015,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0.853482801
2015,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0.953433069
2015,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0.83380587
2015,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,2.471731976
2015,,Stalking,,,,,,,,,,Long-standing illness or disability,Does not limit activities,,,,,,,,,,,0
2015,,Stalking,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,0.02702417
2015,,Stalking,,,,,,,,,,Long-standing illness or disability,Limits activities,,,,,,,,,,,0
2015,,Stalking,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,,3.45608341
2015,,Stalking,,,,,,,,,,,,,,,,,,,,,,1.202382359
2015,,Stalking,,,16-19,,,,,,,,,,,,,,,,,,,0.826089524
2015,,Stalking,,,20-24,,,,,,,,,,,,,,,,,,,0.433880052
2015,,Stalking,,,25-34,,,,,,,,,,,,,,,,,,,0.320458465
2015,,Stalking,,,35-44,,,,,,,,,,,,,,,,,,,0.241481473
2015,,Stalking,,,45-54,,,,,,,,,,,,,,,,,,,0.080614283
2015,,Stalking,,,55-59,,,,,,,,,,,,,,,,,,,0.052592876
2015,,Stalking,,,,White,,,,,,,,,,,,,,,,,,0.027656402
2015,,Stalking,,,,White,English/Welsh/Scottish/Northern Irish/British,,,,,,,,,,,,,,,,,1.144135192
2015,,Stalking,,,,White,Irish,,,,,,,,,,,,,,,,,0.685695066
2015,,Stalking,,,,White,Gypsy/Irish traveller,,,,,,,,,,,,,,,,,8.465077319
2015,,Stalking,,,,White,Any other white background,,,,,,,,,,,,,,,,,6.793446766
2015,,Stalking,,,,Mixed/multiple ethnic groups,,,,,,,,,,,,,,,,,,2.538849116
2015,,Stalking,,,,Mixed/multiple ethnic groups,White and Black Caribbean,,,,,,,,,,,,,,,,,5.932027374
2015,,Stalking,,,,Mixed/multiple ethnic groups,White and Black African,,,,,,,,,,,,,,,,,4.214484333
2015,,Stalking,,,,Mixed/multiple ethnic groups,White and Asian,,,,,,,,,,,,,,,,,3.606578508
2015,,Stalking,,,,Mixed/multiple ethnic groups,Any other Mixed/Multiple ethnic background,,,,,,,,,,,,,,,,,2.814431914
2015,,Stalking,,,,Asian/Asian British,,,,,,,,,,,,,,,,,,2.031989784
2015,,Stalking,,,,Asian/Asian British,Indian,,,,,,,,,,,,,,,,,2.184113739
2015,,Stalking,,,,Asian/Asian British,Pakistani,,,,,,,,,,,,,,,,,1.358285975
2015,,Stalking,,,,Asian/Asian British,Bangladeshi,,,,,,,,,,,,,,,,,1.253119385
2015,,Stalking,,,,Asian/Asian British,Chinese,,,,,,,,,,,,,,,,,0.988891121
2015,,Stalking,,,,Asian/Asian British,Any other Asian background,,,,,,,,,,,,,,,,,0.678447967
2015,,Stalking,,,,Black/African/Caribbean/Black British,,,,,,,,,,,,,,,,,,0.358277543
2015,,Stalking,,,,Black/African/Caribbean/Black British,African,,,,,,,,,,,,,,,,,0.241317703
2015,,Stalking,,,,Black/African/Caribbean/Black British,Caribbean,,,,,,,,,,,,,,,,,0.213326494
2015,,Stalking,,,,Black/African/Caribbean/Black British,Any other Black/African/Caribbean background,,,,,,,,,,,,,,,,,0.072708948
2015,,Stalking,,,,Other ethnic group,,,,,,,,,,,,,,,,,,0.035810622
2015,,Stalking,,,,Other ethnic group,Other ethnic group - Arab,,,,,,,,,,,,,,,,,0.039240891
2015,,Stalking,,,,Other ethnic group,Any other ethnic group,,,,,,,,,,,,,,,,,1.585792516
2015,,Stalking,,,,,,Married,,,,,,,,,,,,,,,,0.486084263
2015,,Stalking,,,,,,Cohabiting,,,,,,,,,,,,,,,,8.16539028
2015,,Stalking,,,,,,Single,,,,,,,,,,,,,,,,6.475845062
2015,,Stalking,,,,,,Separated,,,,,,,,,,,,,,,,2.537807333
2015,,Stalking,,,,,,Divorced,,,,,,,,,,,,,,,,5.829772255
2015,,Stalking,,,,,,Widowed,,,,,,,,,,,,,,,,3.998541527
2015,,Stalking,,,,,,,Employed,,,,,,,,,,,,,,,3.586691851
2015,,Stalking,,,,,,,Unemployed,,,,,,,,,,,,,,,2.865624602
2015,,Stalking,,,,,,,Inactive,,,,,,,,,,,,,,,1.855113302
2015,,Stalking,,,,,,,Student,,,,,,,,,,,,,,,2.166725413
2015,,Stalking,,,,,,,Looking after family/home,,,,,,,,,,,,,,,1.367209323
2015,,Stalking,,,,,,,Long-term/temporarily sick/ill,,,,,,,,,,,,,,,1.376905523
2015,,Stalking,,,,,,,Retired,,,,,,,,,,,,,,,1.030982197
2015,,Stalking,,,,,,,Other inactive,,,,,,,,,,,,,,,0.778432988
2015,,Stalking,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,,,0.471963168
2015,,Stalking,,,,,,,,Intermediate occupations,,,,,,,,,,,,,,0.266320546
2015,,Stalking,,,,,,,,Routine and manual occupations,,,,,,,,,,,,,,0.33393687
2015,,Stalking,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,,,0.055700828
2015,,Stalking,,,,,,,,Full-time students,,,,,,,,,,,,,,0.016698837
2015,,Stalking,,,,,,,,Not classified,,,,,,,,,,,,,,0.038783596
2015,,Stalking,,,,,,,,,Degree or diploma,,,,,,,,,,,,,1.555120635
2015,,Stalking,,,,,,,,,Apprenticeship or A/AS level,,,,,,,,,,,,North East,0.544006976
2015,,Stalking,,,,,,,,,O level/GCSE,,,,,,,,,,,,North West,7.709673219
2015,,Stalking,,,,,,,,,Other,,,,,,,,,,,,Yorkshire and the Humber,6.2308803
2015,,Stalking,,,,,,,,,No qualifications,,,,,,,,,,,,East Midlands,2.183250305
2015,,Stalking,,,,,,,,,,,,Less than 3 hours,,,,,,,,,West Midlands,5.39930417
2015,,Stalking,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,East of England,3.938480543
2015,,Stalking,,,,,,,,,,,,7 hours or longer,,,,,,,,,London,3.047741361
2015,,Stalking,,,,,,,,,,,,,No children,,,,,,,,South East,2.310985948
2015,,Stalking,,,,,,,,,,,,,Adults and child(ren),,,,,,,,South West,1.709937407
2015,,Stalking,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,Wales,1.90867649
2015,,Stalking,,,,,,,,,,,,,,"Under £10,000",,,,,,,,1.4075004
2015,,Stalking,,,,,,,,,,,,,,"£10,000 - £20,000",,,,,,,,1.028966602
2015,,Stalking,,,,,,,,,,,,,,"£20,000 - £30,000",,,,,,,,0.873900529
2015,,Stalking,,,,,,,,,,,,,,"£30,000 - £40,000",,,,,,,,0.528046716
2015,,Stalking,,,,,,,,,,,,,,"£40,000 - £50,000",,,,,,,,0.499410073
2015,,Stalking,,,,,,,,,,,,,,"Over £50,000",,,,,,,,0.297414003
2015,,Stalking,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,,0.378165813
2015,,Stalking,,,,,,,,,,,,,,,Owner occupiers,,,,,,,0.036275696
2015,,Stalking,,,,,,,,,,,,,,,Social renters,,,,,,,0.013400823
2015,,Stalking,,,,,,,,,,,,,,,Private renters,,,,,,,0.022669393
2015,,Stalking,,,,,,,,,,,,,,,,Houses,,,,,,1.284846656
2015,,Stalking,,,,,,,,,,,,,,,,Detached,,,,,,0.497957751
2015,,Stalking,,,,,,,,,,,,,,,,Semi-detached,,,,,,7.452457392
2015,,Stalking,,,,,,,,,,,,,,,,Terraced,,,,,,5.946623112
2015,,Stalking,,,,,,,,,,,,,,,,Flats/maisonettes,,,,,,2.031942158
2015,,Stalking,,,,,,,,,,,,,,,,,Rural residents,,,,,5.20522459
2015,,Stalking,,,,,,,,,,,,,,,,,Cosmopolitans,,,,,4.00406904
2015,,Stalking,,,,,,,,,,,,,,,,,Ethnicity central,,,,,2.792484731
2015,,Stalking,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,,2.171177475
2015,,Stalking,,,,,,,,,,,,,,,,,Urbanites,,,,,1.544702646
2015,,Stalking,,,,,,,,,,,,,,,,,Suburbanites,,,,,1.752093103
2015,,Stalking,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,,1.195682795
2015,,Stalking,,,,,,,,,,,,,,,,,Hard-pressed living,,,,,0.976008997
2015,,Stalking,,,,,,,,,,,,,,,,,,Urban,,,,0.795539435
2015,,Stalking,,,,,,,,,,,,,,,,,,Rural,,,,0.460047509
2015,,Stalking,,,,,,,,,,,,,,,,,,,High,,,0.423124276
2015,,Stalking,,,,,,,,,,,,,,,,,,,Not high,,,0.295751244
2015,,Stalking,,,,,,,,,,,,,,,,,,,,20% most deprived output areas,,0.256627318
2015,,Stalking,,,,,,,,,,,,,,,,,,,,Other output areas,,0.043589579
2015,,Stalking,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,,0.019466673
2015,,Stalking,,,,,,,,,,,,,,,,,,,,,,0.023910957
2015,,Stalking,,,,,,,,,,,,,,,,,,,,,,1.322797979
2015,,Stalking,,,,,,,,,,,,,,,,,,,,,,0.451934297
2015,,Stalking,,,,,,,,,,,,,,,,,,,,,,7.276185453
2015,,Stalking,,,,,,,,,,,,,,,,,,,,,,7.77102675
2015,,Stalking,,,,,,,,,,,,,,,,,,,,,,9.690791346
2015,,Stalking,,,,,,,,,,,,,,,,,,,,,,7.582980847
2015,,Stalking,,,,,,,,,,,,,,,,,,,,,,7.10212549
2015,,Stalking,,,,,,,,,,,,,,,,,,,,,,6.856723078
2015,,Stalking,,,,,,,,,,,,,,,,,,,,,,6.511539656
2016,Family abuse,Non-sexual,Threats or force,Force,,,,,,,,,,,,,,,,,,,,6.764269583
2016,Partner abuse,Non-sexual,Threats or force,Force,,,,,,,,,,,,,,,,,,,,1.800216714
2016,Family abuse,Sexual,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,,,,,,,,,,4.696619882
2016,Partner abuse,Sexual,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,,,,,,,,,,0
2016,Family abuse,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,,3.82100236
2016,Partner abuse,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,,0
2016,Partner abuse,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,,0
2016,Family abuse,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,,3.337516399
2016,Family abuse,Non-sexual,Threats or force,Threats,,,,,,,,,,,,,,,,,,,,9.971506605
2016,Partner abuse,Non-sexual,Threats or force,Threats,,,,,,,,,,,,,,,,,,,,1.296630746
2016,Family abuse,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,,3.51326026
2016,Partner abuse,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,,0.959098047
2016,,,,,,,,,,,,Long-standing illness or disability,Does not limit activities,,,,,,,,,,,2.445997441
2016,,,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,16.97860693
2016,,,,,,,,,,,,Long-standing illness or disability,Limits activities,,,,,,,,,,,5.532996105
2016,,Non-sexual,,,,,,,,,,Long-standing illness or disability,Does not limit activities,,,,,,,,,,,3.321320084
2016,,Non-sexual,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,2.616802132
2016,,Non-sexual,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,2.527950351
2016,,Sexual,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,2.494602861
2016,,Sexual,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,2.029238486
2016,,Sexual,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,2.118877585
2016,,Stalking,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,2.02525271
2016,,Stalking,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,4.471996693
2016,,Stalking,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,2.682487087
2016,,,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,,2.558734256
2016,,Non-sexual,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,,2.612496871
2016,,Sexual,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,,2.564899532
2016,,Stalking,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,,2.827483492
2016,,,,,,,,,,,,,,,,,,,,,High,,,0.081966523
2016,,,,,,,,,,,,,,,,,,,,,Not high,,,0.249502942
2016,,,,,,,,,,,,,,,,,,,,,,20% most deprived output areas,,0
2016,,,,,,,,,,,,,,,,,,,,,,Other output areas,,0.130151702
2016,,,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,,0.072536373
2016,,,,,,,,,,,,,,,,,,,,,,,,0.025398825
2016,,,,,,,,,,,,,,,,,,,,,,,,0.0827398
2016,,,,,,,,,,,,,,,,,,,,,,,,0.083809389
2016,,,,,,,,,,,,,,,,,,,,,,,,0.071031092
2016,,,,,,,,,,,,,,,,,,,,,,,,1.297534656
2016,,,,,,,,,,,,,,,,,,,,,,,,0.118470427
2016,,,,,,,,,,,,,,,,,,,,,,,,0
2016,,Non-sexual,,,20-24,,,,,,,,,,,,,,,,,,,0
2016,,Non-sexual,,,25-34,,,,,,,,,,,,,,,,,,,0
2016,,Non-sexual,,,35-44,,,,,,,,,,,,,,,,,,,0
2016,,Non-sexual,,,45-54,,,,,,,,,,,,,,,,,,,0
2016,,Non-sexual,,,55-59,,,,,,,,,,,,,,,,,,,0
2016,,Non-sexual,,,,White,,,,,,,,,,,,,,,,,,0
2016,,Non-sexual,,,,White,English/Welsh/Scottish/Northern Irish/British,,,,,,,,,,,,,,,,,0
2016,,Non-sexual,,,,White,Irish,,,,,,,,,,,,,,,,,0
2016,,Non-sexual,,,,White,Gypsy/Irish traveller,,,,,,,,,,,,,,,,,0
2016,,Non-sexual,,,,Mixed/multiple ethnic groups,,,,,,,,,,,,,,,,,,0.831252663
2016,,Non-sexual,,,,Mixed/multiple ethnic groups,White and Black Caribbean,,,,,,,,,,,,,,,,,1.702127528
2016,,Non-sexual,,,,Mixed/multiple ethnic groups,White and Black African,,,,,,,,,,,,,,,,,0
2016,,Non-sexual,,,,Mixed/multiple ethnic groups,White and Asian,,,,,,,,,,,,,,,,,0.024533093
2016,,Non-sexual,,,,Mixed/multiple ethnic groups,Any other Mixed/Multiple ethnic background,,,,,,,,,,,,,,,,,0.061710494
2016,,Non-sexual,,,,Asian/Asian British,,,,,,,,,,,,,,,,,,0.136262458
2016,,Non-sexual,,,,Asian/Asian British,Indian,,,,,,,,,,,,,,,,,0.502391664
2016,,Non-sexual,,,,Asian/Asian British,Pakistani,,,,,,,,,,,,,,,,,0.324445111
2016,,Non-sexual,,,,Asian/Asian British,Bangladeshi,,,,,,,,,,,,,,,,,0
2016,,Non-sexual,,,,Asian/Asian British,Chinese,,,,,,,,,,,,,,,,,0.049413089
2016,,Non-sexual,,,,Asian/Asian British,Any other Asian background,,,,,,,,,,,,,,,,,0
2016,,Non-sexual,,,,Black/African/Caribbean/Black British,,,,,,,,,,,,,,,,,,0.315135463
2016,,Non-sexual,,,,Black/African/Caribbean/Black British,African,,,,,,,,,,,,,,,,,0.312754583
2016,,Non-sexual,,,,Black/African/Caribbean/Black British,Caribbean,,,,,,,,,,,,,,,,,0
2016,,Non-sexual,,,,Black/African/Caribbean/Black British,Any other Black/African/Caribbean background,,,,,,,,,,,,,,,,,0.493398116
2016,,Non-sexual,,,,Other ethnic group,,,,,,,,,,,,,,,,,,0
2016,,Non-sexual,,,,Other ethnic group,Other ethnic group - Arab,,,,,,,,,,,,,,,,,0.365236961
2016,,Non-sexual,,,,Other ethnic group,Any other ethnic group,,,,,,,,,,,,,,,,,0.028597238
2016,,Non-sexual,,,,,,Married,,,,,,,,,,,,,,,,0.053702
2016,,Non-sexual,,,,,,Cohabiting,,,,,,,,,,,,,,,,0.102901697
2016,,Non-sexual,,,,,,Single,,,,,,,,,,,,,,,,0
2016,,Non-sexual,,,,,,Separated,,,,,,,,,,,,,,,,0.224074983
2016,,Non-sexual,,,,,,Divorced,,,,,,,,,,,,,,,,1.268841421
2016,,Non-sexual,,,,,,Widowed,,,,,,,,,,,,,,,,0.047353663
2016,,Non-sexual,,,,,,,Employed,,,,,,,,,,,,,,,0.025464092
2016,,Non-sexual,,,,,,,Unemployed,,,,,,,,,,,,,,,0.165497252
2016,,Non-sexual,,,,,,,Inactive,,,,,,,,,,,,,,,0
2016,,Non-sexual,,,,,,,Student,,,,,,,,,,,,,,,0.227276432
2016,,Non-sexual,,,,,,,Looking after family/home,,,,,,,,,,,,,,,0.202325712
2016,,Non-sexual,,,,,,,Long-term/temporarily sick/ill,,,,,,,,,,,,,,,0.293464745
2016,,Non-sexual,,,,,,,Retired,,,,,,,,,,,,,,,0
2016,,Non-sexual,,,,,,,Other inactive,,,,,,,,,,,,,,,0.064742685
2016,,Non-sexual,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,,,0.142309288
2016,,Non-sexual,,,,,,,,Intermediate occupations,,,,,,,,,,,,,,0.14494021
2016,,Non-sexual,,,,,,,,Routine and manual occupations,,,,,,,,,,,,,,0.060054691
2016,,Non-sexual,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,,,0.079656017
2016,,Non-sexual,,,,,,,,Full-time students,,,,,,,,,,,,,,0.087752243
2016,,Non-sexual,,,,,,,,Not classified,,,,,,,,,,,,,,0
2016,,Non-sexual,,,,,,,,,Degree or diploma,,,,,,,,,,,,,0.134892244
2016,,Non-sexual,,,,,,,,,Apprenticeship or A/AS level,,,,,,,,,,,,,0.195247427
2016,,Non-sexual,,,,,,,,,O level/GCSE,,,,,,,,,,,,,0.278160021
2016,,Non-sexual,,,,,,,,,Other,,,,,,,,,,,,,0.025768269
2016,,Non-sexual,,,,,,,,,No qualifications,,,,,,,,,,,,,0
2016,,Non-sexual,,,,,,,,,,,,Less than 3 hours,,,,,,,,,,0.032623771
2016,,Non-sexual,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,,0.041851525
2016,,Non-sexual,,,,,,,,,,,,7 hours or longer,,,,,,,,,,0.034586037
2016,,Non-sexual,,,,,,,,,,,,,No children,,,,,,,,,0.267253302
2016,,Non-sexual,,,,,,,,,,,,,Adults and child(ren),,,,,,,,,0.093222071
2016,,Non-sexual,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,,0.065342108
2016,,Non-sexual,,,,,,,,,,,,,,"Under £10,000",,,,,,,,0
2016,,Non-sexual,,,,,,,,,,,,,,"£10,000 - £20,000",,,,,,,,0.067498659
2016,,Non-sexual,,,,,,,,,,,,,,"£20,000 - £30,000",,,,,,,,0.104933745
2016,,Non-sexual,,,,,,,,,,,,,,"£30,000 - £40,000",,,,,,,,0.169169399
2016,,Non-sexual,,,,,,,,,,,,,,"£40,000 - £50,000",,,,,,,,0
2016,,Non-sexual,,,,,,,,,,,,,,"Over £50,000",,,,,,,,0.05207404
2016,,Non-sexual,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,,0.102656781
2016,,Non-sexual,,,,,,,,,,,,,,,Owner occupiers,,,,,,,0.105599228
2016,,Non-sexual,,,,,,,,,,,,,,,Social renters,,,,,,,0
2016,,Non-sexual,,,,,,,,,,,,,,,Private renters,,,,,,,0
2016,,Non-sexual,,,,,,,,,,,,,,,,Houses,,,,,,0.582158322
2016,,Non-sexual,,,,,,,,,,,,,,,,Detached,,,,,,0.112149712
2016,,Non-sexual,,,,,,,,,,,,,,,,Semi-detached,,,,,,0.096775925
2016,,Non-sexual,,,,,,,,,,,,,,,,Terraced,,,,,,0
2016,,Non-sexual,,,,,,,,,,,,,,,,Flats/maisonettes,,,,,North East,0.185447331
2016,,Non-sexual,,,,,,,,,,,,,,,,,Rural residents,,,,North West,0.075317638
2016,,Non-sexual,,,,,,,,,,,,,,,,,Cosmopolitans,,,,Yorkshire and the Humber,0.297714209
2016,,Non-sexual,,,,,,,,,,,,,,,,,Ethnicity central,,,,East Midlands,0.015395851
2016,,Non-sexual,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,West Midlands,0
2016,,Non-sexual,,,,,,,,,,,,,,,,,Urbanites,,,,East of England,0
2016,,Non-sexual,,,,,,,,,,,,,,,,,Suburbanites,,,,London,0
2016,,Non-sexual,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,South East,0.115896296
2016,,Non-sexual,,,,,,,,,,,,,,,,,Hard-pressed living,,,,South West,0.18075289
2016,,Non-sexual,,,,,,,,,,,,,,,,,,Urban,,,Wales,0.089545451
2016,,Non-sexual,,,,,,,,,,,,,,,,,,Rural,,,,0
2016,,Non-sexual,,,,,,,,,,,,,,,,,,,High,,,0.04531071
2016,,Non-sexual,,,,,,,,,,,,,,,,,,,Not high,,,0.033732863
2016,,Non-sexual,,,,,,,,,,,,,,,,,,,,20% most deprived output areas,,0.163223518
2016,,Non-sexual,,,,,,,,,,,,,,,,,,,,Other output areas,,0.425664513
2016,,Non-sexual,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,,0.668869208
2016,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,1.701222531
2016,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,0.482762041
2016,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,0.722439826
2016,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,0.672078823
2016,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,0.633167113
2016,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,0.030204177
2016,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,0.752518431
2016,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,0.758012394
2016,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,0
2016,,Sexual,,,,,,,,,,,,,,,,,,,,,,0.759691206
2016,,Sexual,,,16-19,,,,,,,,,,,,,,,,,,,1.397525496
2016,,Sexual,,,55-59,,,,,,,,,,,,,,,,,,,0.061543451
2016,,Sexual,,,,White,,,,,,,,,,,,,,,,,,0.163863236
2016,,Sexual,,,,White,English/Welsh/Scottish/Northern Irish/British,,,,,,,,,,,,,,,,,0
2016,,Sexual,,,,White,Irish,,,,,,,,,,,,,,,,,0
2016,,Sexual,,,,White,Gypsy/Irish traveller,,,,,,,,,,,,,,,,,0
2016,,Sexual,,,,White,Any other white background,,,,,,,,,,,,,,,,,0
2016,,Sexual,,,,Mixed/multiple ethnic groups,,,,,,,,,,,,,,,,,,0
2016,,Sexual,,,,Mixed/multiple ethnic groups,White and Black Caribbean,,,,,,,,,,,,,,,,,0
2016,,Sexual,,,,Mixed/multiple ethnic groups,White and Black African,,,,,,,,,,,,,,,,,0
