Year,Units,Manufacturing category,Manufacturing subcategory,Manufacturing description,Value
2003,Percentage (%) of gross domestic product,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of industrial gases, inorganics and fertilisers (inorganic chemicals)",0.096600642
2003,Percentage (%) of gross domestic product,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of petrochemicals,0.20823237
2003,Percentage (%) of gross domestic product,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of dyestuffs, agro-chemicals",0.090380883
2003,Percentage (%) of gross domestic product,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",0.12154447
2003,Percentage (%) of gross domestic product,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of soap and detergents, cleaning and polishing, perfumes and toilet preparations",0.133789622
2003,Percentage (%) of gross domestic product,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of other chemical products,0.135150194
2003,Percentage (%) of gross domestic product,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,0.923310363
2003,Percentage (%) of gross domestic product,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,0.923310363
2003,Percentage (%) of gross domestic product,"Manufacture of rubber and plastics products, and other non-metallic mineral products",,,1.012525041
2003,Percentage (%) of gross domestic product,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of rubber and plastic products,,0.680674948
2003,Percentage (%) of gross domestic product,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,,0.343123408
2003,Percentage (%) of gross domestic product,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of glass, refractory, clay, porcelain, ceramic, stone products",0.193849176
2003,Percentage (%) of gross domestic product,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",0.155105256
2003,Percentage (%) of gross domestic product,Manufacture of basic metals and metal products,,,1.421474239
2003,Percentage (%) of gross domestic product,Manufacture of basic metals and metal products,Manufacture of basic metals,,0.267967979
2003,Percentage (%) of gross domestic product,Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of basic iron and steel,0.138454442
2003,Percentage (%) of gross domestic product,Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of other basic metals and casting,0.148496762
2003,Percentage (%) of gross domestic product,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",,1.154154152
2003,Percentage (%) of gross domestic product,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of fabricated metal products, excluding weapons and ammunition",0.986155852
2003,Percentage (%) of gross domestic product,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of weapons and ammunition,0.146099563
2003,Percentage (%) of gross domestic product,"Manufacturing of computer, electronic and optical products",,,0.605584308
2003,Percentage (%) of gross domestic product,"Manufacturing of computer, electronic and optical products","Manufacture of computer, electronic and optical products",,0.605584308
2003,Percentage (%) of gross domestic product,Manufacture of electrical equipment,,,0.373379947
2003,Percentage (%) of gross domestic product,Manufacture of electrical equipment,Manufacture of electrical equipment,,0.373379947
2003,Percentage (%) of gross domestic product,Manufacture of machinery and equipment  N.E.C.,,,0.706461035
2003,Percentage (%) of gross domestic product,Manufacture of machinery and equipment  N.E.C.,Manufacture of machinery and equipment N.E.C.,,0.706461035
2003,Percentage (%) of gross domestic product,Manufacture of transport equipment,,,0.994578443
2003,Percentage (%) of gross domestic product,Manufacture of transport equipment,"Manufacture of motor vehicles, trailers and semi-trailers",,0.735810525
2003,Percentage (%) of gross domestic product,Manufacture of transport equipment,Manufacture of other transport equipment,,0.351157264
2003,Percentage (%) of gross domestic product,Manufacture of transport equipment,Manufacture of other transport equipment,Building of ships and boats,0.054422897
2003,Percentage (%) of gross domestic product,Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of air and spacecraft and related machinery,0.260646803
2003,Percentage (%) of gross domestic product,Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of other transport equipment,0.04256648
2003,Percentage (%) of gross domestic product,Other manufacturing and repair,,,0.926873767
2003,Percentage (%) of gross domestic product,Other manufacturing and repair,Manufacture of furniture,,0.260841171
2003,Percentage (%) of gross domestic product,Other manufacturing and repair,Other manufacturing,,0.339171269
2003,Percentage (%) of gross domestic product,Other manufacturing and repair,Repair and installation of machinery and equipment,,0.34221636
2003,Percentage (%) of gross domestic product,Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of ships and boats,0.01392967
2003,Percentage (%) of gross domestic product,Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of aircraft and spacecraft,0.111826096
2003,Percentage (%) of gross domestic product,Other manufacturing and repair,Repair and installation of machinery and equipment,Rest of repair; installation,0.226114179
2004,Percentage (%) of gross domestic product,,,,11.01343077
2004,Percentage (%) of gross domestic product,"Manufacture of food products, beverages and tobacco",,,1.608229078
2004,Percentage (%) of gross domestic product,"Manufacture of food products, beverages and tobacco",Manufacture of food products,,1.272238743
2004,Percentage (%) of gross domestic product,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,0.193050681
2004,Percentage (%) of gross domestic product,"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",0.178706162
