Year,Industrial Sector Summary,Industrial Sector,Value
2003,Manufacturing,Basic pharmaceutical products and pharmaceutical preparations,0.263425545
2003,Manufacturing,Rubber & plastics products,1.008474804
2003,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",0.438899303
2003,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products, cement, lime, plaster, articles of concrete, cement and plaster",0.539542272
2003,Manufacturing,Manufacture of basic Iron & Steel,1.369163207
2003,Manufacturing,Manufacture of other basic metals & casting,0.637119314
2003,Manufacturing,"Fabricated metal products, except machinery and equipment, excluding weapons and ammunition",0.506155796
2003,Manufacturing,Manufacture of weapons and ammunition,0.024177602
2003,Manufacturing,"Computer, electronic, communication and optical products",0.296361184
2003,Manufacturing,Electrical equipment,0.196402063
2003,Manufacturing,Machinery and equipment n.e.c.,0.411854915
2003,Manufacturing,"Motor vehicles, trailers and semi-trailers",0.40299468
2003,Manufacturing,Building of ships and boats,0.027318862
2003,Manufacturing,Manufacture of air and spacecraft and related machinery,0.134655477
2003,Manufacturing,"Manufacture of other transport equipment, excluding ships, boats, air and spacecraft",0.038030916
2003,Manufacturing,Furniture,0.211147124
2003,Manufacturing,Other manufactured goods,0.184742783
2003,Manufacturing,Repair & maintenance of ships,0.002034607
2003,Manufacturing,Repair & maintenance of aircraft  & spacecraft,0.00748378
2003,Manufacturing,Rest of repair; Installation,0.026075556
2003,"Electricity, gas, steam and air conditioning supply",,11.94558828
2003,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Electricity production,9.504834622
2003,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Manufacture of gas; distribution of gaseous fuels through mains and steam and air conditioning supply,2.440753661
2003,"Water supply, sewerage, waste management activities and remediation services",,3.969421717
2003,"Water supply, sewerage, waste management activities and remediation services",Natural water; water treatment and supply services,0.803050894
2003,"Water supply, sewerage, waste management activities and remediation services",Sewerage services; sewage sludge,0.525974206
2003,"Water supply, sewerage, waste management activities and remediation services","Waste collection, treatment and disposal services; materials recovery services",2.639398142
2003,"Water supply, sewerage, waste management activities and remediation services",Remediation services and other waste management services,0.000998475
2003,Construction,,2.390921632
2003,Construction,Buildings and building construction works,0.64645257
2003,Construction,Constructions and construction works for civil engineering,0.817596589
2003,Construction,Specialised construction works,0.926872472
2003,Wholesale and retail trade; repair of motor vehicles and motorcycles,,3.228068202
2003,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair services of motor vehicles and motorcycles,0.445909395
2003,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade services, except of motor vehicles and motorcycles",1.237151232
2003,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade services, except of motor vehicles and motorcycles",1.545007576
2003,Transport and storage,,19.41499757
2003,Transport and storage,Rail transport,0.662633371
2003,Transport and storage,"Buses, coaches, trams and similar public urban transport, Underground, metro other non interurban rail services, Taxis and other renting of private cars with driver, Freight transport by road and removal services, Transport via pipeline",5.090514603
2003,Transport and storage,Water transport services,4.910669642
2003,Transport and storage,Air transport services,7.767268801
2003,Transport and storage,Warehousing and support services for transportation,0.40590978
2003,Transport and storage,Postal and courier services,0.578001373
2003,Accommodation and food services,,3.011954222
2003,Accommodation and food services,Accommodation services,0.853072706
2003,Accommodation and food services,Food and beverage serving services,2.158881516
2003,Information and communication,,1.49531184
2003,Information and communication,Publishing activities,0.082262424
2003,Information and communication,"Motion picture, video and television programme production services, sound recording and music publishing",0.036794312
2003,Information and communication,Programming and broadcasting services,0.007385612
2003,Information and communication,Telecommunications services,0.678689286
2003,Information and communication,"Computer programming, consultancy and related services",0.677154723
2003,Information and communication,Information services,0.013025482
2003,Financial and insurance activities,,1.041641788
2003,Financial and insurance activities,"Financial services, except insurance and pension funding",0.573649684
2003,Financial and insurance activities,Insurance & Reinsurance,0.199540401
2003,Financial and insurance activities,Pension funding,0.010184821
2003,Financial and insurance activities,Services auxiliary to financial services and insurance services,0.258266881
2003,Real estate activities,,0.10824716
2003,Real estate activities,"Buying and selling of own real estate: renting and operating of own or leased real estate, excluding imputed rent",0.089271379
2003,Real estate activities,Real estate activities on a fee or contract basis,0.018975781
2003,"Professional, scientific and technical activities",,1.149291707
2003,"Professional, scientific and technical activities",Legal activities,0.124766734
